ISSN;Estrato
2471-2728;B3
0273-8570;A2
1095-8649;A3
2577-0586;C
0362-028X;A3
1927-0895;B1
0096-1191;A3
2575-0186;C
1341-6979;A4
1212-4834;B1
1007-662X;A4
1993-0607;A4
0270-5060;B1
2309-608X;A2
0022-1333;B3
0375-6742;A2
0949-7714;A1
2151-1969;A3
2156-2202;A1
2169-8961;A2
2169-9275;A1
2526-1746;B4
0168-8278;A1
2210-8033;A3
0022-1503;A3
1937-2418;A3
2006-9782;B4
2175-3598;B2
2214-5818;A1
1070-9428;A4
1314-2607;A4
0263-6352;A1
1886-7995;A4
1555-6425;B1
1367-5435;A2
0892-7553;A4
2147-7612;B1
0022-1910;A1
1536-2442;A3
2155-7470;A1
1672-9072;A1
2146-8362;C
0022-2011;A2
1747-423X;A1
1723-8633;A3
1129-5767;A3
1064-7554;A1
1545-1542;A1
0022-2372;A1
1744-5647;A1
1687-9481;A4
2324-8661;C
0924-7963;A1
0022-2585;A1
0047-2565;A4
0146-6615;B1
1096-620X;A4
1557-7600;A4
2325-4467;C
0167-7012;B1
2373-437X;B3
1225-8873;A3
2213-879X;B1
1747-0862;B2
0022-2844;A3
1567-2379;A3
0895-8696;B1
0260-1230;A2
0362-2525;A3
1672-6316;A3
0974-5211;B4
0300-9564;A2
0250-6408;B2
0955-2863;A1
2572-3103;B3
1755-876X;A1
0904-2512;A1
1082-6467;B2
0022-3360;A3
0971-7196;B2
2591-7846;B4
2090-0031;B1
2090-0023;B1
0277-2116;A1
1612-4758;A1
1520-6017;A2
2349-8234;C
0719-4250;B1
2278-3008;B2
0022-3573;A3
2042-7158;A3
2329-9002;B3
0867-5910;A4
1464-3774;A2
0142-7873;A2
1861-3829;A3
1752-9921;A2
1435-8107;A2
0721-7595;A2
1742-9145;A2
0190-4167;A4
1125-4653;B2
2329-955X;B4
0176-1617;A1
1427-4345;B1
0918-9440;A2
2575-0135;C
2375-4397;C
2520-0054;C
0022-4197;A3
2469-4134;C
1385-1101;A3
1527-1404;A2
2317-1537;B1
2317-1545;B1
0730-8000;B1
0718-9508;A2
0718-9516;A2
0022-474X;A2
2368-7487;B3
1054-9811;A3
0966-9582;A1
1477-2019;A1
1674-4918;A1
1658-3655;B3
0731-5724;A2
8756-971X;B1
1558-9331;A3
1934-5259;B3
0090-8738;C
0717-9324;B2
0926-9959;A1
0016-7649;A2
1040-5208;C
1735-207X;A4
0022-8567;B3
0024-0966;B2
1469-7769;A4
0025-3154;A4
2048-7193;A2
1749-7345;A2
0306-4565;A1
1879-0992;A1
0974-7893;B2
0974-7907;B2
0965-206X;A1
1528-7394;A3
2718-9740;C
0266-4674;A4
0128-1283;B1
1948-7134;A4
1081-1710;A4
1100-9233;A1
1654-1103;A1
2044-0324;C
0272-4634;A2
1558-7878;A1
1040-6387;A3
2141-2529;B2
2640-1223;C
2378-931X;C
0166-0934;B2
1477-8920;A3
0090-3558;A4
2214-7594;B4
1042-7260;A4
1937-2825;A4
0947-5745;A2
1439-0469;A2
0952-8369;A2
0267-8179;A1
2333-7117;C
1991-4652;C
0075-5974;B1
1874-933X;B1
2447-2158;B3
0023-4001;B2
2233-7660;B4
1440-1770;B2
1320-5331;B2
1099-145X;A1
1860-1871;A4
0169-2046;A1
0921-2973;A1
1865-1542;B1
1409-3871;A4
0718-560X;B2
0250-5371;B2
0024-1164;A2
0266-8254;A4
2373-7867;A4
1570-1786;B3
0024-2829;A3
2325-0828;B4
0075-9481;B4
1989-1806;B2
0075-9511;A3
2300-7575;B4
0024-3590;A1
2378-2242;A1
1541-5856;A2
1439-8621;A3
2359-4373;B4
2675-4126;C
0718-0209;B2
0076-2997;A1
2595-9913;C
2199-2401;A3
0305-1838;A1
1864-1547;A4
0025-1461;A4
1616-5047;A3
1545-1410;B1
0076-3519;B1
2382-3704;C
1989-8649;A2
2675-2697;B3
1942-5120;A3
2683-7951;C
1023-6244;B1
0264-8172;A1
1867-1616;A4
1755-2672;A4
0025-3162;A2
1745-1019;A4
1745-1000;A4
0173-9565;A3
0171-8630;A2
0141-1136;A1
1874-7787;A3
1018-3337;B2
0308-597X;A1
1741-7597;A3
2212-9790;A3
1666-0536;B3
0327-9383;B3
2297-8240;C
2703-3082;C
0925-4773;A3
0962-9351;A3
0269-283X;A1
0306-9877;A4
0300-8584;A3
2211-7539;B2
1357-0560;A4
1010-660X;A4
1809-4678;B2
1554-8120;A2
2305-6320;C
2077-0375;A2
1447-2554;A2
0074-0276;A4
2214-5400;B3
2534-9708;B1
0885-7490;A3
1096-7176;A1
2218-1989;A3
1573-3890;A2
1573-3882;A2
1756-591X;A1
1756-5901;A1
2041-210X;A1
2215-0161;B2
1983-3687;B4
1286-4579;A3
1751-7915;A2
1475-2859;A1
0095-3628;A1
1432-184X;A1
0944-5013;A2
2456-7043;B4
2576-098X;B3
2045-8827;A3
2049-2618;A1
0026-2803;A4
1389-5575;A4
1940-1736;B3
2470-1394;B3
2380-2359;B4
1759-8753;A4
2637-7659;B4
2169-9690;C
2574-9773;B4
2374-6920;C
0303-7207;A2
1044-7431;A3
0737-4038;A1
1573-4978;B3
1755-8166;B1
1471-8278;A1
0962-1083;A1
1755-0998;A1
1755-098X;A1
1617-4623;A3
1617-4615;A3
1055-7903;A1
1674-2052;A1
1040-452X;A4
1098-2795;A4
1433-1373;C
1323-5818;B1
1871-5621;A1
2051-3933;A2
1984-4298;B3
2379-5042;A2
2379-5077;A1
2447-8725;C
1383-5718;A3
2582-7278;C
1314-4049;A4
1617-416X;A2
1573-0832;A3
0940-6360;A1
1340-3540;A4
1439-0507;A1
2077-7019;A1
0093-4666;B2
1994-4136;A1
0499-9320;C
2095-5138;A1
1340-3443;A2
1934-578X;B2
1555-9475;B2
2192-2209;A3
2158-706X;C
1758-6798;A1
1314-3301;A4
2500-008X;B1
2662-1355;C
1061-4036;A1
1752-0894;A1
2397-3374;A1
1078-8956;A1
1679-0073;A1
2178-3675;A1
1806-7409;B4
0028-1042;A3
0028-1298;A3
0104-6497;B3
2358-2936;B3
2238-1945;B2
2358-436X;B4
2220-5616;B3
1619-0033;A1
1809-5348;C
2376-6808;A4
1809-9939;B2
2236-3777;B2
1519-566X;A4
2218-6425;B1
1995-1043;B1
1679-6225;A3
1413-4705;C
1413-4703;C
2220-8879;B4
0077-7749;B1
2352-2895;A1
0364-3190;A3
1573-6903;A3
1350-1925;A2
0169-4286;A2
1469-8137;A1
0028-825X;A4
0028-8306;A3
0028-8330;A4
0301-4223;B1
1818-6742;C
1089-8603;A2
2311-553X;A4
0107-055X;B1
2651-9739;C
1584-9074;B1
1501-8415;B4
2618-4788;C
2009-8987;C
0029-5035;A4
1438-9134;A4
1055-3177;B2
2396-8370;B3
0029-5450;A4
1573-0867;A1
2316-7874;B3
0029-6643;A1
1476-8305;A2
0366-0567;C
1980-6221;C
0104-7809;B4
1980-3990;B4
2675-2824;A4
1616-7341;A2
1463-5003;A1
1812-0792;A1
2476-0536;C
0375-0183;B2
1618-1247;A2
0029-8549;A2
0717-327X;C
1600-0706;A1
0030-1299;A1
1792-1074;B1
1792-1082;B1
2590-3322;B1
2367-8194;A2
2046-2441;A2
2165-7459;B3
2163-0429;B4
2161-718X;C
2165-3356;C
2063-1588;B4
0237-5419;B4
1865-1569;B1
1879-4238;A3
0146-6380;A3
1439-6092;A2
0970-020X;B3
2011-2629;B3
1808-7221;B4
2662-673X;C
1794-0915;B2
1075-4377;B3
0030-6053;A2
0305-4985;A1
1942-0900;A2
1942-0994;A2
1038-2097;A4
0552-9034;B1
1028-8880;B1
0556-3321;B1
0030-9923;B1
1867-1594;A3
1867-1608;A3
2624-2834;B4
1094-8074;A4
0031-0239;A1
1871-174X;A2
0031-0220;A4
0883-8305;A1
2572-4525;A1
1558-9188;B1
0191-6122;B1
1809-9009;B3
0031-1049;B2
2056-2802;A2
1518-9015;C
1776-1042;A3
0141-9838;A2
1365-3024;A2
1252-607X;A3
1432-1955;A1
2176-9729;B4
2411-2119;A4
2047-7724;A4
0344-0338;A4
0928-4680;A3
2595-6752;C
0031-4056;A3
2606-4979;C
0717-1013;B4
2575-8314;B4
2175-1811;A4
1045-6740;A1
0031-5850;A1
0101-2908;C
0104-6454;B1
2530-0644;A1
1433-8319;A2
1063-6145;B2
2316-5146;C
0104-9070;B4
0100-8501;B4
1517-6398;B2
0373-840X;C
2525-7412;C
1518-2398;B2
1526-4998;A1
0048-3575;A1
1744-5116;A1
0975-3575;B3
0974-8490;C
0976-2787;C
1734-1140;A3
1043-6618;A1
0962-8436;A1
0031-8884;A2
1322-0829;A3
1519-1397;B3
2316-9079;B3
1399-3054;A1
0031-9317;A1
1522-2152;A2
0885-5765;A3
0307-6962;A3
0031-9384;A2
0971-5894;A3
1874-3900;A3
1568-7767;A1
0340-269X;A3
1314-2003;A4
1314-2011;A4
0079-2047;B3
2153-733X;B4
0334-2123;A4
1179-3155;A4
1179-3163;A4
2179-2984;B1
1880-8247;B2
0032-0781;A1
2544-7459;B2
1573-5036;A1
0032-079X;A1
1438-8677;A2
1435-8603;A2
1126-3504;A2
1467-7644;A1
1365-3040;A1
0140-7791;A1
1808-9909;B4
0721-7714;A1
0167-6857;A1
2590-3462;C
2475-4455;B1
1755-0874;A3
1755-1668;A3
2032-3913;B1
1385-0237;A3
1573-5052;A3
0921-9668;A2
1479-2621;A4
0167-6903;A2
0960-7412;A1
1746-4811;A1
0735-9640;A3
1836-0661;B1
1598-2254;A3
0032-0862;A1
0032-0889;A1
1532-2548;A1
2348-1900;B4
1559-2316;A3
1559-2324;A3
1214-1178;A4
0913-557X;A3
1442-1984;A3
0378-2697;A3
1615-6110;A3
0100-8358;B2
0032-0935;A1
2509-9264;C
2575-6265;C
2675-4622;C
2572-2611;B4
1544-9173;A1
1553-7390;A1
1553-7366;A1
1553-7374;A1
1518-126X;B1
0722-4060;A2
0800-0395;A4
1873-9652;A3
1509-8117;B1
1040-6638;B1
0032-3896;A2
1478-7954;A3
1525-3171;A1
0032-5791;A1
0032-7786;A1
2363-4707;B2
0898-6207;B1
0032-8332;A3
1808-1711;A1
1933-6896;B1
1867-1306;A3
1822-7864;A2
0097-3157;B2
0006-324X;A4
0068-547X;B4
0013-8797;B1
1747-6526;A4
2220-8860;C
2377-3189;C
1471-2954;A1
0962-8452;A1
0163-7827;A1
0079-6611;A1
0952-3278;A3
0929-8665;B2
1615-9861;A2
1615-9853;A2
1434-4610;A4
1615-6102;A1
0033-2615;B1
2304-6775;A2
1094-5539;A3
2571-550X;A3
1748-717X;A2
0067-1975;A1
1436-378X;A2
2358-0178;B4
0080-0694;C
2056-3485;A1
0034-4257;A1
1742-1705;A2
1470-1626;A1
1439-0531;A3
1642-431X;A2
1472-6483;A2
2321-6190;C
1179-7282;B4
2454-6348;C
0975-8585;C
1061-2971;A2
2236-6814;C
1753-5131;A1
1569-1705;A1
0960-3166;A1
2330-8249;A1
2330-8257;A1
1984-3577;C
1981-4178;B4
2596-2868;B4
2316-1817;B4
1984-428X;B4
2595-4407;B2
1415-7411;C
2027-8918;B4
0188-493X;C
2317-3114;C
1679-2343;B4
0100-8404;A4
0100-0683;A3
1984-7130;B3
1981-1160;B2
2317-5729;B3
2237-9223;B1
1807-9962;B1
2317-4552;A3
1806-9665;A4
0085-5626;A4
2179-4952;C
1981-2965;B4
0100-2430;B2
1981-9552;C
2178-7875;B3
0102-3616;B1
2236-1715;B1
0103-846X;A2
1983-084X;B3
1516-0572;B3
2318-0331;A3
1809-3000;C
0102-0803;C
2176-2139;C
1517-6770;B4
2596-3325;B4
1806-969X;B1
0100-316X;A4
2316-6312;B4
2177-9392;C
0034-737X;B1
2448-2692;A4
0034-740X;B2
0716-078X;A2
2145-4507;B4
2619-2608;C
2526-8716;B3
2177-3645;B4
2027-4297;B4
2422-3719;B4
0120-0690;B1
2665-4385;B1
1982-2960;B4
2317-8825;A2
2310-3469;B1
1561-2961;B1
1028-4796;B4
2224-5421;B2
0567-5995;B4
1984-5154;C
0103-8559;C
0034-7655;B4
0034-7736;C
0718-1957;B3
1807-9652;C
2215-2075;B1
2238-6629;B3
0120-0135;B4
1679-1509;B4
1679-1983;B2
1413-1439;A1
2237-1036;A4
0329-5192;A3
1982-1867;A1
1516-3911;B2
2238-6211;A2
2525-4332;B3
2145-6097;A3
1991-6086;C
1609-9117;B3
1682-3419;B3
0370-3908;B4
0373-5680;B4
0121-0807;B2
0301-0406;B4
2526-3560;B2
2525-9563;B4
1514-5158;B2
2359-5264;C
1983-8891;A2
2238-6416;B3
1678-9946;B1
0036-4665;B1
0103-2674;B4
2178-5031;B4
2318-4922;B3
1607-4041;A1
1695-7504;B4
1518-1944;B1
1983-9006;C
2238-4111;B4
1130-0108;B2
2316-3704;B3
2675-1364;C
1808-9569;C
2237-3853;B4
2215-2504;B4
2358-1778;A3
2526-3889;A3
2357-8297;B2
1576-9518;B4
1130-1406;B1
2526-9550;B1
2177-3440;B4
2317-5079;B1
2448-2064;A2
2525-3794;C
0370-5943;B4
1870-3453;B3
2007-1132;B2
1026-8774;B1
2007-1124;B1
2236-1480;C
0100-7653;C
2595-3729;C
2176-6215;B3
2176-6223;B3
2027-2448;B1
2357-9986;B1
1981-4801;A1
1727-9933;B3
1561-0837;B3
2178-3454;B1
0035-0389;B2
1981-8521;B4
1809-0761;B2
2525-5940;B2
1676-1995;A2
2238-7641;B4
2675-3642;B3
2448-0215;B2
1982-4831;B4
1981-741X;C
1807-5053;B3
2179-5940;B4
0035-1598;A4
0253-6730;B2
0035-418X;B2
2526-8074;B4
2452-2198;A2
1626-3596;C
1535-1467;A2
1535-1459;A2
0370-6583;B1
2313-2310;B4
1022-7954;B4
0036-3375;A3
0036-3634;A3
2596-156X;B4
2316-347X;B1
1319-562X;A1
1319-0164;A2
2456-6527;C
0936-2959;C
2413-4155;B3
1353-3452;A1
1983-2443;B3
0103-9016;A2
0304-4238;A1
0214-8358;A4
1886-8134;A4
2322-1968;B3
1992-2248;B3
0037-0746;A1
0251-0952;B1
0960-2585;A3
0101-3742;B1
2573-1815;B3
2297-8739;B1
1661-5425;A3
0300-5267;B3
0037-4237;C
1519-6097;B4
2238-4103;B4
1600-0846;A3
0909-752X;A3
0103-1570;A1
0894-1920;A1
0361-6525;B2
2524-5287;B4
1801-5395;B1
0038-0717;A1
1864-6417;B4
0038-2353;A3
2070-2639;A3
2070-2620;A3
1877-5845;A3
0149-1768;C
1945-9211;C
0341-8391;B2
2197-9553;B4
2213-7793;B4
0039-128X;A4
1415-2827;C
2465-4973;B4
0166-0616;A1
0165-0521;A4
1314-2615;A3
1768-1448;A3
1446-991X;C
0100-5405;B3
2352-5541;A3
0082-0598;A4
0334-5114;A2
1676-9805;B4
1362-1971;A3
0723-2020;A1
0363-6445;A4
0737-8211;C
0307-6970;A1
0165-5752;B1
1477-2000;A2
0040-0262;A2
2323-0126;A1
2358-9426;B2
2332-8940;A3
0958-5079;C
1981-6537;A3
0212-5919;B3
1932-8494;A4
0003-276X;A4
2053-0196;A1
0004-8038;A1
0006-3185;A3
0006-8101;A2
0007-2745;A3
1918-3240;A3
0010-065X;B2
0010-5422;A1
1687-4285;A3
2475-0263;A3
1530-6860;A1
0738-9388;C
0015-4040;B1
1871-191X;B1
0214-6282;B3
2319-1813;C
0975-4296;C
1751-7362;A1
1568-5381;A4
1537-0437;A3
0161-8202;A4
1561-0713;B3
1439-5444;A3
1066-5234;A4
1540-9538;A1
0022-1007;A1
0022-1554;A3
0022-1899;A1
0022-2631;A4
0270-6474;A2
0022-3395;B1
0892-1016;B1
0040-9618;B1
1095-5674;B1
0022-5347;A1
0022-541X;A2
2352-3026;A1
1096-1135;A3
2210-3155;B2
0028-1344;B1
1874-4214;C
1040-4651;A1
1365-313X;A1
0270-4137;A2
0033-2933;A2
0033-5770;A1
1943-6254;C
0043-5643;B2
1562-2975;A2
2197-0025;A3
1874-1746;A3
2007-3364;B2
1877-959X;A1
2211-9434;B3
0040-8166;A4
2173-8947;B4
0277-2248;B1
1096-6080;A2
0300-483X;A2
2233-7784;B3
0748-2337;A3
2214-7500;A3
1879-3150;A4
2590-1710;B4
2305-6304;A2
0165-9936;A1
0002-8320;B3
0002-8487;A4
1865-1682;A1
0041-1132;A3
1660-3796;A4
0962-8819;A2
2573-8488;B2
0955-470X;A3
1614-2950;A1
1614-2942;A1
0829-318X;A1
2162-4585;A3
1432-2285;A2
0931-1890;A2
2666-7193;C
0169-5347;A1
2214-1588;A1
1996-0735;B3
0966-842X;A1
1471-4922;A1
1360-1385;A1
1870-0462;B3
1573-7438;A2
2615-790X;A3
0127-5720;B3
1940-0829;A4
2596-2388;C
0564-3295;A4
2346-3775;B1
1941-7659;C
1365-3156;A1
2414-6366;A2
1679-3005;C
1679-3013;C
1935-9764;A3
1935-9756;A3
0394-6975;B2
1300-008X;B1
1300-0128;A4
1300-0179;B1
1303-6114;B1
1011-0895;B1
2675-4088;B1
0041-6436;B1
2594-9624;C
2178-2571;B3
2594-5971;C
2317-1111;B4
2317-1294;B3
2317-1308;B1
2317-1316;C
1517-1779;A4
1573-1642;A1
1083-8155;A1
2076-393X;A3
2500-3259;B2
2473-4810;C
1530-3667;A4
1557-7759;A4
2229-4473;C
1864-5755;B1
2178-3764;B4
0102-5716;B4
1983-0777;C
0372-5480;B1
1467-2987;A2
2451-943X;A4
2090-8113;A2
1873-2550;A1
0304-4017;A1
2405-9390;A3
0300-9858;A1
1297-9716;A1
2231-0916;A3
1982-4262;C
0240-8759;B2
1743-422X;A3
0168-1702;A2
1519-2563;C
1518-8361;C
1572-6371;C
1413-3563;B4
0260-3799;B2
0043-1354;A1
0043-1397;A1
2468-3124;A2
1524-4695;A4
1399-1183;A4
0083-7792;B1
1444-6162;A4
0856-860X;C
1943-6246;A2
0277-5212;A2
1080-6032;A3
0084-0173;A2
1035-3712;A3
2328-5540;A4
1942-4787;A1
0511-9618;A4
1559-4491;B2
1942-4795;A1
1743-3541;B3
1936-5500;C
1041-5602;C
2452-2929;A3
2375-1665;B4
1007-9327;A2
1573-0972;A3
1551-4056;A2
0749-503X;A3
1557-8542;A2
0375-5223;C
1865-7125;B1
0733-3188;A4
1098-2361;A4
1313-2989;A4
1812-9250;B1
1984-4670;B1
0300-3256;A1
1463-6409;A1
2095-8137;A1
0289-0003;A4
1021-5506;A4
1810-522X;A4
2095-6827;B4
0044-5231;A3
2165-8013;B2
0944-2006;A1
0720-213X;A3
1863-1959;A1
1178-9913;B4
1178-9905;B4
1280-9551;A4
1435-1935;B1
1860-0743;B1
1175-5334;A4
2190-572X;A2
2318-4965;B1
2315-7739;B4
2315-7747;B4
2315-7720;C
1588-2535;B2
1672-9145;A3
0365-0588;A4
0138-6824;B4
0102-8650;A4
2059-7983;A1
1938-2650;B1
0001-5547;B1
0940-5429;A2
0065-1400;B2
1601-5215;A2
1852-4834;B3
1502-3850;A2
0001-6357;A2
1745-3674;A1
1809-4406;B1
0803-5253;A2
1330-0075;A4
2317-8957;B4
1806-2636;B2
2582-1423;C
2581-883X;C
0327-9286;C
1751-0147;A2
0964-5284;A3
2366-7478;A4
2192-8576;A4
2472-6400;C
1615-4169;A1
2379-1764;C
1178-6949;A1
2040-4700;B4
2574-7258;C
2156-8502;B3
2156-8456;B3
2474-7637;C
0065-2423;A2
2637-7802;C
2424-9238;B3
2377-8350;C
1687-9112;A4
1179-7258;A1
2165-3402;B3
2156-5376;A1
1687-6407;C
2633-4690;C
1043-4046;A4
1522-1229;A4
1876-1623;A3
2348-0394;B2
2523-3106;B2
2662-4052;C
2162-1934;A1
0393-5965;A2
3519-3824;C
0096-140X;A3
1945-4589;A2
1474-9726;A1
2352-2151;A4
2156-8553;B3
2452-316X;A3
2357-3732;B3
2359-1455;B4
2471-2086;B1
0301-0546;B1
2092-7355;A2
1710-1492;B1
0105-4538;A1
1557-4989;C
2475-2002;C
2156-8251;C
2162-965X;C
2642-1747;C
2575-999X;C
2572-8768;C
2637-4935;C
2160-200X;C
0895-7061;A3
1553-619X;C
2398-7723;A1
2162-8424;B2
1552-4825;B1
1552-4841;A1
2161-6663;B4
0002-9378;A1
0889-5406;A1
0193-1857;A1
0363-6119;A2
1522-1490;A2
2321-2748;C
1073-449X;A1
2313-4410;C
1075-9964;A2
0003-2409;A1
0365-0596;B2
1667-3055;C
1618-2650;A2
2210-7177;A4
0003-2719;B1
1532-236X;B1
1439-0272;B2
2047-2919;A1
0003-2999;A1
1532-2378;A4
1049-5398;A4
0268-9146;A1
1344-3941;A3
0003-4347;A4
1512-1887;B3
1081-1206;A2
2300-8733;A1
1092-9134;A4
0939-5555;A3
1665-2681;B1
0914-7187;A3
0250-6807;A3
2305-5839;A4
2305-5847;A4
0890-5096;B2
0197-016X;C
0084-7747;B4
2347-565X;B3
1875-5992;A2
0959-4973;A4
2211-3533;B2
1871-5230;B2
1523-0864;A1
1359-6535;B1
0518-0872;B2
0903-4641;A2
2196-4351;B1
1098-5336;A1
1687-7667;A4
1980-5578;C
1541-2016;A3
1432-0614;A2
1715-5312;A3
2474-4980;C
2468-550X;A3
2412-5407;B4
1521-4184;A3
2146-8133;C
1989-8436;B3
0340-3696;A2
0167-4943;A1
2317-3009;B3
0188-4409;A4
2451-0637;C
0003-9969;A1
1381-3455;A4
0340-5761;A1
1432-0738;A1
0300-2896;A2
0301-732X;B1
0004-0592;B2
1808-2998;B4
0004-2749;A4
2526-5393;C
0004-2803;B2
1678-4219;B2
0004-282X;B2
1478-6362;A2
0933-3657;A1
2319-2801;B4
1683-9919;C
2456-7124;B4
2457-0125;B3
2193-5815;A3
1513-7368;A4
2476-762X;A4
1540-658X;B2
0021-9150;A1
2317-6431;B1
2381-8980;B3
0719-8000;B1
1322-7130;A1
2090-0422;A3
0891-6934;B2
1554-8627;A1
2236-1960;C
2346-0261;B1
0188-7890;B3
1742-7843;A4
1742-7835;A4
1860-5397;A3
1876-2883;A2
0005-9366;B3
2306-5710;A4
2212-6198;A3
1757-6180;A2
0327-9545;A3
2090-2247;A2
1388-1981;A2
0005-2728;A1
0167-4889;A1
1043-1802;A1
1756-0381;A1
1567-5394;A1
2167-7662;C
2165-5979;B1
2306-5354;A3
2380-6761;A1
1758-5082;A1
0951-6433;A1
2292-8782;A1
1932-1031;A2
1460-2059;A1
0918-6158;A4
1437-4315;A2
1099-8004;A1
0929-1016;B2
0045-205X;B3
0006-3363;A1
0860-021X;A2
0142-9612;A1
2182-2360;B4
2319-4170;A1
1878-3619;B2
0959-2989;B2
1748-605X;A2
1748-6041;A2
1932-1058;A1
1874-2718;B3
0006-3525;A2
1947-5535;A4
1947-5543;A4
1615-7605;A3
2197-4365;A2
0144-8463;B1
1573-4935;B1
2155-952X;B2
0734-9750;A1
1780-4507;A2
0006-3592;A2
1226-8372;B1
2456-7051;B3
1860-6768;A2
1398-5647;A1
2473-9529;A4
0957-5235;B1
1723-2007;A2
1471-2091;B2
2662-7671;C
1471-2415;A4
1472-6831;A3
1471-2431;A1
1471-2393;A1
2052-1847;A2
1472-6874;A1
1983-9774;B4
1981-4100;B4
2177-0395;C
2358-6273;B3
1983-0483;C
1679-0154;C
2162-3279;B1
2666-3546;B3
0889-1591;A1
0006-8950;A1
2076-3425;B2
1863-2653;A1
2179-3425;B3
0104-0014;A4
1806-907X;A4
1678-9741;A4
1516-4187;C
2448-3184;C
2596-321X;C
2595-0584;B4
2526-8732;C
1677-3217;B1
1808-8694;A3
1809-9246;A2
1413-3555;A2
1983-0246;B2
1178-2234;A4
0167-6806;A2
1573-7217;A2
1179-1314;A3
2231-2927;B3
0007-0920;A1
0007-0963;A1
0007-1048;A1
0007-1188;A1
1476-5381;A1
0007-1668;A2
2595-0118;B1
0125-6726;B3
0324-1130;B3
1546-8755;B4
1983-0882;A2
1980-1769;B1
2316-3151;B1
1809-4139;B1
0171-967X;A1
2359-5329;B4
2291-2789;B2
1918-1493;B2
1205-7541;B1
2095-3941;A2
1538-4047;A3
1084-9785;A4
0344-5704;A2
0340-7004;A1
0735-7907;A4
0304-3835;A1
0167-7659;A1
1940-6207;A2
0008-5472;A1
0008-6215;A4
0008-6312;A4
2090-0597;B1
1054-8807;A3
0008-6568;A1
2066-6845;B3
2090-6579;C
2332-7251;C
2090-6919;B3
1566-7367;A2
0161-4940;A1
2044-4761;A2
1085-9195;A4
0263-6484;A4
1099-0844;A4
0143-4160;A1
1478-811X;A3
2058-7716;A4
1355-8145;A3
0963-6897;A2
2329-7042;C
1422-6421;A3
1420-682X;A1
0272-4340;A3
1573-6830;A3
1462-5822;A2
1421-9778;A1
2152-4971;B1
0898-6568;A3
1871-5249;B1
2223-4861;C
1413-4608;B2
0009-0352;A4
2178-7662;B4
2305-7084;B2
0352-9568;A4
2196-5641;A2
1747-0285;A4
2405-8300;B2
1521-4125;A3
2666-8211;C
0263-8762;A1
1974-9791;B2
1451-9372;A4
1336-9075;A4
1934-2659;B1
1527-8999;A1
0893-228X;A2
0306-0012;A1
0009-2819;A2
2624-8549;C
1861-4728;A1
0009-3122;B2
1860-7187;A1
2192-6506;A2
2199-3793;B1
0718-5820;A4
0718-7920;C
0392-839X;B3
1004-9541;A3
1993-5005;B2
0899-0042;A4
1518-2797;B1
1850-2067;B3
1518-4269;C
1679-1150;C
1517-5146;C
2176-2864;C
2236-3122;B4
0009-8604;A3
0009-8981;A3
0305-1870;A4
1076-0296;B2
1365-2222;A2
1064-1963;B1
0009-9104;A3
0390-6663;B3
1440-1681;A4
1699-3055;A4
0959-9851;A3
0009-9120;A4
0268-0033;A3
1526-8209;A4
1078-0432;A1
1437-4331;A2
1179-1357;A4
0962-8827;B2
1868-7083;A2
1521-6616;A3
1523-0899;A1
2327-5073;C
0893-8512;A1
0261-5614;A1
2167-065X;B2
2199-1197;C
2044-9046;C
1542-6416;A3
2471-9854;B4
2059-0377;C
2474-1663;C
1755-5930;A2
1469-493X;A1
1530-7026;A3
1472-3581;A3
2177-014X;B3
1386-2073;A4
0010-3853;A2
1618-5641;B2
1548-8578;B3
1541-4337;A1
0895-6111;A1
1808-6802;C
0300-8207;A2
1367-0484;A2
1541-2555;A3
2079-9284;A3
0886-9634;B1
0090-3493;A1
0738-8551;A1
1549-7852;A1
1040-8398;A1
1040-841X;A1
1659-4266;B4
0104-1010;B4
1573-4110;B1
2211-551X;B1
1573-403X;A4
1872-3136;B3
2212-3938;C
1573-4099;B3
1567-2018;A4
1570-1638;B2
1389-2002;A3
1389-4501;A3
2666-2159;B4
1573-4080;B3
2196-2995;A4
0271-3683;A3
1936-3761;B2
1389-2029;B1
1570-162X;B1
1573-4021;B1
1523-3847;A2
1467-3037;A4
2457-1024;B3
1875-533X;A1
1566-5240;B1
1573-4137;A4
1570-159X;A1
2451-9103;A2
1369-5274;A1
1471-4892;A1
1369-5266;A1
1570-1794;B1
1570-1646;B3
1934-8584;B2
2476-1435;C
0972-821X;C
0972-4559;B3
0973-8916;B2
1096-0023;A4
1359-6101;A1
0956-5507;A4
1465-3249;A2
1212-1819;A4
2008-2231;B1
0287-4547;A3
2613-4950;B4
2177-6709;A4
1980-5691;C
1600-4469;A2
1944-3986;A3
1871-4021;B1
1178-7007;B1
0012-1797;A1
1758-5996;A4
0031-7144;B1
1590-8658;A3
0963-8288;A1
0278-0240;A3
2176-2724;B2
0102-762X;B2
1044-5498;A4
0012-4486;A4
1677-1915;C
1517-2201;C
0739-7240;A1
2527-2616;C
1942-7603;A2
1699-3993;B2
1754-6605;B1
2589-5370;A3
0929-0281;C
1535-394X;C
2070-5948;B1
1565-7396;C
1738-8090;A3
2079-9292;A4
2395-664X;C
2397-8562;B2
1871-5303;B2
1210-0668;B2
2573-2188;C
1556-7036;A4
2447-2034;B1
1678-2410;B2
0213-005X;B2
1409-4568;B1
1618-0240;A3
1944-7450;A3
1927-0496;B2
