ISSN;Estrato
2318-3713;B4
1558-1489;A2
0907-5682;A2
2630-5321;B4
1285-087X;A2
0327-4063;A3
1853-0419;B4
1616-1572;A2
2212-0963;A1
0102-4736;B1
2331-1886;B2
1809-8428;A2
1468-2745;A4
2316-4833;A4
0874-4548;A3
0121-5612;A1
1676-3475;B2
0149-5933;A4
1677-0943;B1
2317-3254;A4
2176-297X;B3
1467-8802;A3
2317-4153;A3
2317-6563;A4
1809-6128;A3
0335-8453;B1
2448-3931;A3
1351-0487;A2
2447-0961;B1
1356-9775;A2
1352-3260;A2
2238-2577;A3
0277-5921;B2
1808-5253;A4
2596-0083;B4
0010-8367;A1
2521-1889;B1
2014-3753;A1
2525-0841;A3
1467-2715;A2
1946-0171;A2
2162-4887;A3
1290-7839;B1
2011-0324;A1
0011-2356;B3
0185-156X;B1
2341-4839;A4
0326-7806;B1
1012-2508;A3
1856-349X;B1
0719-367X;A2
0719-3661;A2
1405-9193;A1
1953-5930;B3
2566-7742;B3
0011-3921;A1
1809-8487;B3
1647-6336;A4
2500-9486;B1
1743-9698;A3
1470-2436;A3
0719-4730;A4
1351-0347;A1
1851-832X;B4
0328-8927;B4
0046-001X;A3
2184-2647;B3
1467-7660;A1
2520-5927;A2
2596-2353;B1
1415-9945;A2
1575-2275;A3
0716-193X;A2
0145-2096;B1
1676-8558;A4
2318-8863;A1
0103-328X;A1
1887-4606;A2
2594-5025;B1
1559-3258;A4
0769-3362;A1
0012-7086;A1
2589-8116;B1
1384-5160;B3
1984-2716;B1
2594-4444;B1
1677-6097;A3
0104-3293;A3
2179-8435;A4
2183-6426;B3
2053-8626;B3
0261-3794;A1
1980-3532;B2
1519-7611;A2
0000-1234;B2
2175-8875;A4
2414-6625;B2
0101-1723;B1
1676-1030;A3
1161-2770;B1
2526-110X;B1
1927-0488;B2
0964-4016;A1
2175-7976;A2
0717-6805;B2
2674-7758;B3
1517-7130;B4
2594-9721;A1
2477-9245;A3
1390-8081;A3
0185-0164;A3
0716-0240;A1
2448-4946;B3
0327-4934;A1
1982-0534;A4
0103-801X;A1
1415-000X;B1
2316-2481;B4
1676-3041;A2
1414-5146;B2
0187-1811;B3
1792-8036;B1
1677-2954;A2
0892-6794;A2
0144-3054;B2
2325-4815;A4
2052-7764;A2
2057-5645;B1
1368-4310;A1
0967-2567;A2
1755-7739;A1
2374-5126;A2
2196-6923;A4
1619-5272;B1
0874-5560;B2
0732-8818;A4
1923-6158;B3
2530-2442;B3
0046-3663;A4
1981-6898;B4
1460-9819;A1
1665-1707;A2
1743-8586;A2
1698-7799;A2
1832-5203;B1
1679-5377;B4
1518-6113;A3
2297-7775;A1
1519-311X;A3
1415-7543;A1
1677-8049;B1
2237-549X;A2
0273-1371;B3
1593-0793;A2
2334-0479;A4
1526-3800;A1
1075-2846;A2
1758-5899;A1
1360-0826;A2
2058-7449;B1
1744-8603;A2
1474-774X;A1
2260-0965;A4
2421-3799;B3
2732-6578;B3
1696-2060;A1
2675-9284;C
2036-4040;B4
0329-8213;A4
2236-1782;A1
1465-4466;A1
2596-0113;B1
2526-0774;A4
2595-699X;B3
2318-8626;B3
2035-4614;B4
1039-2637;B3
0275-0392;A2
1413-9138;A2
0388-1237;B3
2179-5525;B3
2175-0904;B4
0265-5012;A1
1066-033X;A1
1973-8145;A1
1080-0727;A3
1916-5870;B1
2318-5767;B4
2318-6380;B4
1369-118X;A1
2675-0090;B4
2177-4838;B3
2007-5588;B1
1807-1260;A3
1676-7640;B1
2447-9020;A4
2357-7975;A2
2009-2431;A1
2634-0909;B4
1468-2346;A1
1443-1475;B1
1461-6742;A2
0305-0629;A2
0019-6398;B4
2456-351X;B2
1364-2987;A1
1757-5656;B1
2330-7420;B1
0020-7020;A1
1692-8156;B1
1353-3312;A2
0192-5121;A1
1749-5687;A2
1749-5679;A2
2333-5726;B3
2328-2134;B1
0047-1178;A2
0020-8817;B1
1468-2486;A1
1521-9488;A1
1752-9719;A2
1613-0960;A2
1983-4012;A4
1982-0836;B2
1353-7121;B1
0718-5049;A1
2090-4541;A4
1808-4400;B3
1088-0763;B3
2414-3197;B2
1088-4602;A4
1471-0366;A2
2475-3610;B2
2381-2346;A3
1874-6357;A3
1744-8689;A3
1793-821X;A3
1520-3972;A4
0021-9886;A1
1745-7297;A2
2049-5412;B1
0889-9746;A2
1945-2829;A2
2515-6411;B2
1875-4104;B3
1408-6980;A2
1750-2985;A2
0263-323X;A3
1542-3166;A4
1937-2841;A2
1741-3850;A1
2329-9150;A4
1096-2247;A3
1053-8372;A3
0951-6298;A3
2321-3558;B1
1945-3094;B1
1076-156X;A3
1077-6990;A1
1464-8849;A1
1751-2786;A1
1413-3571;A4
0103-5487;C
1677-163X;A3
2317-5656;B2
2518-4466;B4
1016-8419;B2
0031-4773;B1
1612-510X;A1
2183-3745;A3
1390-4248;B2
0807-996X;B4
1665-8574;A2
2448-6914;A2
1467-9930;A3
1743-8721;A1
0101-9635;A3
1297-8450;B4
1958-5500;A4
2446-7278;B3
0014-2808;B3
2237-4485;B3
1806-1125;B3
1518-0743;A3
2237-1184;A3
2094-1188;A4
1768-3084;B3
1415-854X;B1
2523-661X;C
2523-6601;C
2358-758X;B4
2362-1931;A2
2172-0223;B2
2531-9582;B1
2183-5918;B2
0328-0306;B1
1980-2072;B2
2675-391X;C
0026-1386;A1
0305-8298;A2
2250-4621;A4
1086-671X;A3
0027-0520;A2
2197-0386;B4
1413-8972;B2
2594-4568;B1
2596-108X;B1
2594-4096;C
2446-6182;B1
0870-757X;A4
2447-6374;B3
2447-2646;B2
1469-9923;A1
1715-6718;B3
2571-8010;B4
2358-9825;B4
1467-1158;C
2318-9711;B4
1806-5643;B4
1519-5481;B2
0873-8831;A1
2359-2826;B3
0191-8575;B1
2408-445X;A4
2318-1095;B2
2595-9212;B4
2079-5971;A1
2643-6884;C
1692-2530;A2
2248-4078;A2
2177-5648;A3
2525-4898;B2
2594-0376;B1
1516-6333;B4
1982-8837;A1
2317-7977;B4
2145-0617;A2
1414-7866;B2
1354-0688;A1
1984-2503;A2
2318-857X;B1
1016-9628;A2
0188-7653;A1
1646-2157;B3
1984-0241;A4
0101-3459;A4
2525-1112;A4
1537-5927;A1
2334-3745;A1
2237-2091;B1
1414-8595;C
2675-1461;C
2177-1626;A4
0104-6721;B4
1853-7723;A2
2675-3529;B3
1944-2866;A1
1989-2667;A2
0717-6554;A4
1677-4140;A4
0213-6856;A3
1130-8001;A1
1467-9221;A1
0032-3217;A1
1478-9299;A2
2683-8850;A4
1743-923X;A2
1747-1346;A3
2279-7629;B4
2183-2463;A1
0730-9384;A4
0263-3957;A1
0258-9346;A3
1813-4378;B3
1983-733X;B3
1851-9601;A2
1515-209X;A2
2101-0390;B1
2526-1843;B1
1809-4031;A1
1852-0499;A4
2595-4563;B2
1559-9450;A3
1517-9281;C
0102-4442;A1
2595-7317;B3
2179-5800;B1
1678-5177;A2
1807-3379;C
1747-7107;A2
2179-6033;B2
1043-4631;A4
1130-6149;B1
2674-9270;A3
2525-1678;A2
0124-0781;A2
1359-7566;A2
0185-0814;B2
1699-3950;A1
1645-9199;A2
0034-4893;A4
2053-1680;A1
0161-7230;A2
0895-6308;A3
2409-1189;B2
2333-5718;B3
0953-8259;A2
2237-9851;B4
1807-3506;B1
2595-1084;B2
2448-1548;B3
2317-0727;B4
2221-4135;A3
2676-010X;B4
1984-3100;B3
1984-5642;B2
2358-9744;B2
1809-7278;B2
0034-7183;A1
2359-5736;A1
0034-723X;A3
2176-6452;B4
2177-2851;A4
1870-4271;B2
2182-9187;B3
0718-9389;A2
0719-8256;B1
2318-0129;B3
2307-3896;B4
2519-7207;B3
2236-8000;B1
2313-013X;B3
2236-4846;A3
2317-3475;A3
2219-1631;B2
1984-0322;B4
2674-5739;B1
2675-360X;C
1809-3191;A3
1518-918X;B3
2594-8628;B4
0303-9838;C
1676-1308;B4
1516-4551;B3
0104-3315;A1
2525-7293;B1
2179-8036;B4
2595-6892;A4
0716-1417;A1
1688-4981;A3
0797-5538;A3
2595-9840;B2
0034-7914;A1
2357-8440;B3
2447-2042;B3
2594-813X;B4
2316-9044;B2
1806-8790;B4
2175-6058;A1
2011-2106;A3
2318-0870;A3
2675-6889;C
2674-8703;A3
2675-4851;C
1414-0055;A3
0034-835X;A2
2675-7427;C
2359-5639;A4
2250-7264;A2
2307-5163;A2
1909-7743;A2
2318-0536;B3
2447-9365;B3
2447-9403;B4
1982-6990;C
2175-2176;A4
2317-0794;C
2447-987X;B3
2179-8176;B3
2238-7110;B3
2317-2622;A2
2594-4207;B4
1415-0344;B4
0101-7184;B4
1980-0428;A4
0020-3890;B4
1678-1864;A3
2526-1347;B1
2179-7137;B1
1806-3497;B4
0101-7160;C
1679-8694;B3
0103-703X;B1
2220-2692;B4
1981-9684;B4
2448-3583;A3
2310-0036;B1
1679-1061;A4
2525-3646;B1
2175-7283;B4
1981-9439;B3
2238-3786;A1
2595-5616;C
1578-2824;A2
1575-6548;A1
1137-8875;B1
2358-2413;B4
2310-550X;B1
2316-4743;B3
2683-7420;B3
2596-2019;B1
2675-9136;C
2177-1383;A4
2238-8508;C
2526-897X;B3
1808-091X;B4
1676-8280;C
1982-7547;A4
2594-973X;B3
1015-5074;A4
1982-8640;C
2674-6344;C
1853-1679;B4
1617-6871;B2
0379-0762;B2
2446-9823;B4
2526-2440;B4
1982-1034;B4
1982-4858;A4
0103-3379;A4
2183-5705;B4
1414-4980;A1
2027-7679;A2
2409-1308;B1
1852-9003;B2
2596-240X;B2
1983-7429;C
0718-0527;A3
2523-0891;B2
2448-492X;A1
0185-1918;A1
2448-8283;A4
0188-2503;A1
2618-2416;B2
2526-6411;B4
2317-3459;B1
2447-5548;B3
0102-5864;B2
1806-0420;A3
1851-992X;A2
2314-1638;B2
2447-8571;A3
1853-4554;A4
1983-9707;A3
2177-3548;B1
2175-1838;A2
0719-8027;A3
2358-9841;B2
2446-9319;C
1647-4090;B2
2639-801X;A3
2178-6283;B2
2545-7128;B4
1577-4376;B3
1666-7883;A2
1853-1970;A2
2446-8827;B2
2525-4383;B3
2238-359X;B4
2236-1553;B4
2179-1627;A3
1809-2721;B3
2595-3869;B4
2317-5338;B1
1669-726X;B3
1549-2230;A4
2675-150X;B2
1989-8614;A3
2254-6111;A2
1688-499X;A2
0797-9789;A2
1315-3617;A4
2317-6628;B2
2452-5901;B4
2650-6998;C
2295-9416;B4
0035-2950;A4
0390-6701;A3
1120-9526;B4
2547-9423;A4
2102-6424;B4
2318-7344;B1
2448-0576;B1
2349-8064;B3
2709-1228;B3
2183-5063;A3
0269-8897;B4
0870-8185;A2
2076-4650;A1
2284-242X;B3
2675-4401;B4
2179-0582;B4
0967-0106;A1
0101-9562;A1
2177-9015;B4
2674-8541;A3
2595-4830;B3
1809-9815;B4
0269-1728;A1
2183-2803;A2
2326-988X;A2
2611-5255;B3
1751-9020;A1
2147-8902;B4
1938-0275;A4
1022-0461;A4
1356-2576;A3
1013-1108;B1
1518-403X;A2
1057-610X;A1
0707-8552;A3
2096-1987;B4
2595-5756;B4
1809-1474;B4
2675-3847;B1
1864-3361;A2
1414-915X;C
1666-0714;A3
1819-2408;C
1518-5370;A2
0103-8338;B4
2525-5916;B1
1809-3124;A4
0104-0103;A3
2236-0107;A3
2318-2377;B1
2675-3308;A3
2525-4405;B2
1755-618X;A1
1097-1475;A3
1750-8924;A2
0707-5332;A3
0885-0607;A4
1940-1612;A1
0022-1953;A4
2429-2133;B4
1743-9337;A3
1422-2213;B1
1073-6700;B1
2154-896X;A4
0486-6134;A2
1939-4551;A3
1092-311X;A3
0739-7003;B4
1870-6916;A2
1517-4549;B1
2447-2409;B1
2191-1150;A2
2331-687X;B4
0041-3011;A2
2177-5303;C
1390-3691;A4
1390-4299;A4
1315-5216;A2
1253-2479;B1
2675-164X;C
0042-3955;A1
1996-7845;A4
2658-3615;B4
2313-0679;B1
1909-0528;A4
0250-8060;A2
1654-1642;A3
0971-8052;A4
1948-4682;A3
2363-4774;B2
1935-6226;B2
0043-8871;A1
1474-7456;A3
2192-3833;B4
1865-2654;A3
2675-6781;C
2680-1000;B3
2527-2470;C
0188-5057;B4
1331-7776;B2
4283-4293;B2
0906-4710;A4
1651-1913;A4
1742-7061;A1
0300-9033;B3
1728-5917;B4
1646-0758;B1
0001-625X;B2
2353-074X;B2
1983-4675;A1
2581-365X;B4
2253-9727;B4
2055-0340;A3
1521-4095;A1
2169-0499;C
0065-2113;A1
2518-3680;B4
2307-8316;B2
2329-0870;B4
2331-1991;B4
1592-1573;B3
1993-3738;B4
1996-0786;B1
1684-5374;B1
1578-7168;B1
1414-0454;A4
1808-1150;B4
1887-9292;B4
2471-9625;C
2249-720X;B1
0002-161X;B4
2156-8561;B3
0327-6244;B4
2236-6830;B4
1510-0839;B4
1989-4686;B2
0377-9424;B4
1406-894X;B1
0101-1758;B4
1806-9215;C
0101-7004;B3
0002-5100;A1
0002-5852;B4
1984-9915;B4
1990-4053;B4
2107-0806;B2
2447-8830;B4
1138-3399;B4
1364-5528;A1
1873-4324;A1
0956-5361;A3
2405-6545;A1
1836-5787;A2
1898-2263;B1
2008-8752;A4
2284-354X;A4
0066-4170;A1
0066-4227;A1
0066-4286;A1
2327-0578;A1
0327-215X;A1
2203-4382;C
1687-7675;A4
1535-6760;B3
1866-9298;A3
2325-0399;B1
0003-6935;A3
2638-8081;C
1844-9166;B2
1935-5297;A4
1806-8774;C
0323-5408;B2
1745-039X;A1
2575-9655;C
1022-1301;B4
2155-9856;B4
2581-7752;B4
2231-2560;C
2278-747X;B4
0970-7077;C
0971-2402;C
2581-7167;B3
2456-9682;B4
0265-1491;C
1863-8171;A4
2241-8466;B3
1867-8610;C
0195-5373;B1
1448-6032;A4
0004-9158;A4
1026-597X;A4
0307-9457;A1
0006-0089;B4
2096-4471;B1
2524-7972;B4
1367-4811;A1
1573-8264;A2
1744-4179;B2
2525-7129;C
1896-3811;B4
1088-9868;A4
1370-6233;A2
1860-7314;A2
0006-579X;B2
0101-3637;C
0102-5198;A2
1679-0456;C
1679-0901;C
2317-7934;C
0374-6186;B1
2675-1712;C
1516-5868;B4
2176-4522;B4
2317-3386;C
1310-0351;B1
2662-4044;C
1518-0395;C
1777-5949;A2
0008-1256;A1
1981-092X;B4
0008-4026;B4
0008-4042;A4
0706-0661;A3
0008-4220;A4
0008-4271;A4
1758-3004;A4
1644-3624;B3
2072-2001;B4
0146-6283;B1
0133-3720;B1
2455-8990;C
0719-3890;B2
1525-6073;A1
1676-4188;C
0104-3617;B4
0141-3054;A4
0718-3267;B1
1665-0654;B4
0100-3453;B4
1516-7860;C
2177-5419;B4
0009-8558;A4
1814-9340;B4
2405-8807;A1
0120-0739;B2
1804-1388;B2
1532-2416;B1
1618-565X;B2
1631-0748;A3
1748-670X;A3
2001-0370;A2
0167-9473;A2
1809-502X;C
1983-0505;C
2317-0441;C
0120-7180;A3
0122-8706;B2
1064-3389;A1
1848-9672;C
1836-5795;A3
0122-1450;B2
1518-3165;C
1676-0158;C
1819-4087;B4
0258-5936;B4
1657-463X;C
2317-2436;B4
1567-2050;A2
2452-2724;B4
1568-0096;A3
2211-5447;B4
0974-0953;B4
1873-5592;A3
1879-6257;A1
1534-6250;C
2572-1151;B4
1355-4905;C
1989-5240;A3
1981-2841;B2
1676-7659;C
1516-845X;C
1516-781X;C
0012-7361;C
2318-4051;B1
2617-7277;B4
2096-4129;A1
0101-756X;B4
0102-1117;B1
1870-8404;A1
1831-4732;A3
1687-8809;C
2229-712X;C
2050-0505;A4
0104-4419;B1
1688-8375;B1
1808-4389;B1
1809-0664;B4
1414-3984;B4
2095-8099;A3
1881-8366;A4
1518-1014;B1
1355-770X;A3
1352-8505;A4
1461-4103;A1
1448-2517;A2
2190-4715;A2
2674-6492;B4
1597-815X;C
1390-8103;B4
2147-4249;B3
2063-5346;C
1612-4669;A1
2516-712X;C
2451-9766;A1
2406-0879;B4
2210-6499;B4
0168-874X;A1
1099-1026;A3
2410-1184;C
2083-5965;A2
2171-5068;A3
1847-9677;B4
2673-3218;C
2644-4569;B4
2161-7856;A1
1918-2805;C
1943-2631;A2
1297-9686;A1
0101-9082;B2
2236-4994;A2
0103-1538;A2
0102-3888;A2
2173-1276;B2
2327-4581;C
2474-9508;B3
1947-5713;A1
2164-5701;A1
1744-697X;A4
2191-9550;A4
0103-250X;A4
2675-276X;C
0327-3431;B4
2468-0141;B1
0253-6498;A2
2211-3452;A2
1063-0198;B1
2306-5338;A3
1607-7938;A1
1027-5606;A1
1812-2116;B1
0073-4675;B3
2168-6734;A3
0018-9235;A3
1057-7122;B4
1751-8660;A2
1742-4933;A3
2517-5025;C
0019-5502;B4
2502-6569;B4
0899-823X;A3
2311-5904;B4
0100-4409;C
2319-0728;B4
1510-6896;B4
2364-4184;B1
2359-0645;C
1984-431X;A4
2042-6445;B2
0236-8722;A2
1677-5538;A4
2141-6613;B4
2454-1311;C
1934-6352;A2
2047-3710;B2
2227-670X;C
2165-8846;B3
2165-882X;B3
0975-3710;B4
0975-9107;B4
1687-8159;A4
2223-7054;B4
0973-4562;B3
0973-7545;B4
2053-1818;B4
2278-7461;C
1029-0397;A4
2398-2659;B4
2572-1119;C
2006-9839;C
2149-3766;A4
1494-2119;B1
1585-0404;C
1947-9832;A2
2455-4847;B4
2156-1680;B2
1661-6596;A2
2455-8931;B1
2161-4687;C
2231-4490;C
2333-6668;C
1735-6814;A4
2348-3997;C
0975-556X;B4
1927-7032;C
1931-5260;B2
1931-5279;B2
1811-9778;B4
0020-8701;A2
1027-3115;B4
2279-0861;C
2595-6906;C
0100-4557;B4
2168-9768;B3
1531-0353;A4
1531-0361;A4
0168-6291;B4
2038-5625;B1
0102-115X;B4
2157-7110;B3
0035-9173;B3
2237-4264;C
1537-2693;A3
0037-1718;B4
2161-6256;C
2334-2412;B4
1612-9830;B1
2415-0142;C
2689-8292;C
1812-5379;C
1527-3741;B3
1230-1388;A4
0974-1844;A2
2190-3883;A4
0972-1045;B3
1360-0532;A4
0739-0572;A2
1573-0662;B1
0167-7764;B1
0021-9193;A3
2230-8385;B3
2155-6199;B4
1927-5196;B4
0160-2446;A3
1061-8600;A1
0169-7722;A2
1542-7528;B1
2251-9041;B3
2578-4994;C
2384-7301;B4
0378-9519;B4
2349-6800;B3
1812-5670;C
2455-0833;B4
2157-6092;B4
1687-9805;A3
1496-2551;B1
2052-336X;A4
1537-2537;A2
1994-7887;B4
1098-612X;A2
1459-0255;C
2330-7293;B4
2157-7145;C
1104-6899;A2
0022-1201;A2
2359-3024;B4
1345-2630;B1
1673-8527;A2
2169-8996;A1
2320-1355;C
2047-2978;A3
0022-1589;C
2376-0354;B4
1464-7141;A3
1525-755X;A1
0923-0750;B4
2689-9981;C
0733-9437;A2
2521-7054;B4
0742-1222;A1
1549-3644;C
2320-3862;C
1544-046X;A1
0022-300X;A3
2393-9060;B2
2141-2510;B3
0894-3230;B1
1439-0434;A3
0931-1785;A3
1522-2624;A3
1436-8730;A3
1532-4087;A4
1899-007X;B1
2395-0218;B4
2141-2316;B4
1927-6311;B3
2394-2630;C
2070-0237;B4
0022-4561;A2
1836-5655;A2
1548-7660;A1
2165-4018;B2
2212-2672;A1
0976-8432;B1
1098-5514;A1
1945-3108;B1
0277-3813;A1
1435-0211;A3
2334-1823;C
0101-0522;C
2386-7477;C
1234-5679;C
1981-4070;A4
1022-1336;A1
1405-0471;B3
0717-3644;A3
1905-7873;B1
2318-0552;C
1392-1320;B2
0177-7971;A4
1618-0623;A2
1098-5557;A1
1809-1881;B4
2363-6211;A3
1868-1743;A2
1464-6722;A1
2573-3435;C
1229-8093;A4
0953-7562;C
2150-1211;B1
0885-8608;A1
1561-8633;A1
0921-030X;A2
0890-8575;B1
1520-7439;A2
1552-4450;A1
1755-4330;A1
1740-1526;A1
2662-138X;A4
1568-5411;A3
1388-5545;A3
0099-5444;B3
2315-9766;C
2044-0588;B4
0114-0671;A3
0048-0134;A3
2504-3129;C
1359-8678;B2
0283-2631;A4
2067-3205;C
2055-5008;A1
1385-1314;A1
0365-2726;B4
1415-1804;A1
1258-8210;B2
2474-8846;B4
2391-9531;A1
2163-0437;B4
2162-5360;B4
1109-2858;A2
2177-6504;B4
0030-3887;A4
0169-6149;A2
1743-1034;B1
1743-1026;B1
0030-9311;B4
2070-3368;B1
1816-2711;B2
2074-7764;A2
1478-9515;A3
2055-7094;C
1989-9742;B4
2236-8868;B4
1983-6325;B4
2675-5149;B4
1573-9058;A2
0554-1182;C
0031-8957;B3
1474-7065;A3
1548-9213;A1
0031-9465;A2
2524-4167;C
2331-0677;B4
1573-5087;A2
1535-1025;A4
2093-9280;A3
1365-3059;A1
1230-1485;A4
0554-5587;C
2055-5660;A2
1385-1292;A4
2287-1098;A4
2069-7430;B4
1018-4732;B3
2199-8981;B1
2319-023X;C
1937-8718;B1
0079-6425;A1
0301-0082;A1
1311-9109;B2
1807-5061;C
1875-5305;B2
0033-6572;A4
2394-6709;B4
1550-7424;A2
0958-3440;A1
0870-1741;B3
2525-4936;B4
2447-2689;B1
1815-9354;B4
2693-5015;C
0104-0383;B4
0103-989X;B4
1888-7546;B1
2314-324X;C
2007-3380;B4
2448-3516;B4
2178-5317;B4
0104-1347;B4
2447-5785;B4
2238-4634;C
0102-9843;B4
1517-9443;B4
2359-3237;C
1984-3747;B3
2675-7834;C
1414-381X;A3
2527-0613;B4
2176-1191;C
2359-5310;B4
1984-2007;A3
0120-1751;B2
2422-0582;C
1808-6578;A3
0034-7515;B4
1646-1290;C
2175-876X;B4
0080-6234;A2
2237-8111;B4
0104-7582;B3
1679-1010;C
1982-2774;C
2175-5620;C
2177-319X;A4
0718-3402;A3
2175-3105;B4
1682-0908;A1
2477-9407;B2
0378-7818;B2
0370-4661;B1
2224-4697;B4
1413-8131;B2
2675-5238;C
1983-3813;B2
2176-1892;B2
0103-9482;C
0102-4981;C
2248-7026;B2
2316-2236;B4
2500-6177;B2
2176-2449;C
2316-2007;B1
1887-8369;B4
2525-4790;B2
2675-438X;C
2177-2959;B4
2596-0644;B4
2182-4975;C
1519-0919;A4
1808-981X;B4
1678-1252;B2
0718-8846;B4
2237-079X;B3
2447-9829;B4
1517-3275;B1
2177-5109;B4
0035-4511;A3
0392-954X;B4
1355-8382;A2
1220-5648;B3
1934-8037;B4
1062-3604;B4
1067-4136;B3
1021-4437;A4
1729-7427;B3
1514-6774;C
2174-517X;B2
2224-5383;B4
2595-041X;C
2348-1854;C
2594-9470;B4
1415-0387;C
2179-1732;C
1876-9918;B1
0037-5330;A2
0037-5349;B1
2509-8934;B1
2674-7855;B4
2199-398X;A1
1532-0383;A4
0038-0806;A3
0038-075X;A2
0038-0768;A3
1435-0661;A3
2571-8789;B4
1475-2743;A2
1696-2281;A4
2167-034X;B2
0257-1862;B2
2253-6574;B2
2165-2627;A2
0562-5351;B4
0974-0740;A4
1983-2729;B3
0218-625X;B2
1927-050X;B4
1927-0518;B4
2177-7675;B2
1026-4469;B3
0734-1415;A4
2183-3338;B4
2519-7819;B4
0379-3982;B4
0187-5779;B4
1870-9982;B4
1677-5473;B2
0002-7685;B2
0003-1305;A3
2214-5141;A1
0554-5579;B4
1018-7081;B2
0021-9525;A1
2311-8695;B4
2314-5234;C
1874-3315;B2
2578-2703;C
1434-4483;A3
2594-3863;B4
1742-4682;A3
1889-0776;B4
1519-3934;C
0020-2754;A1
2151-0032;A3
2344-3219;B4
1536-1098;A3
1300-0152;A4
0123-4226;B4
1519-2571;B1
1415-1642;C
1573-062X;A2
2306-7381;A2
2057-1577;A1
0042-7500;A2
1751-231X;B2
1201-3080;B1
1816-7950;B1
2212-0947;A1
0043-1737;A2
0043-1745;A2
0890-037X;A3
2041-8396;A2
0735-6161;A4
1748-0280;B1
1336-4561;B1
1818-4952;C
2641-6379;C
2321-3086;C
2224-2899;C
2594-9675;A3
1982-5560;B3
2319-037X;C
0001-3072;A2
2357-8114;B1
1726-569X;B3
0253-7338;B4
0104-7795;B2
0204-8809;B4
0798-4545;B3
2082-0259;A3
1415-6814;B2
1679-7361;A2
1476-7503;A3
0929-5607;A2
1662-8985;C
2163-2839;C
1680-7340;B1
2169-2688;C
2152-5250;A1
1474-9718;A1
2674-6476;C
1800-9492;B4
2168-3573;A2
0269-9370;A1
1873-9326;A2
1390-325X;A2
1887-2417;A4
2674-6816;A4
0094-0496;A2
2474-9265;C
1941-7020;C
1553-345X;B1
2348-9502;A4
2330-8796;C
2317-126X;C
2175-5752;C
2526-186X;B4
1980-4563;B1
1850-1168;B4
2573-3729;C
2011-1258;C
2526-1940;B4
0962-7286;A1
0003-3847;B2
2475-9465;B3
2049-0801;A4
2469-4452;A2
1543-5938;A1
2317-0824;C
2184-8289;C
2184-7436;B1
1874-463X;A3
1414-8846;B3
1555-8622;B1
0004-069X;A4
2317-8442;B4
0004-2730;B2
2526-7639;B3
1415-076X;B1
0101-6067;B4
1809-3019;B4
1563-0854;B1
2664-5211;C
2320-4850;B2
2582-0516;C
2008-000X;B1
2160-0414;B2
1530-261X;A4
0004-7856;C
2381-8905;B3
1364-985X;A2
1448-8353;A4
9782-2000;B3
1025-4943;C
1138-9796;B3
0870-4112;B4
2504-2289;A3
0248-4900;A3
0736-6205;B1
2673-6004;C
2472-1727;A4
1542-0752;B3
0269-3879;A4
2177-4463;A3
1134-6094;A4
0326-7857;B2
0253-1453;C
2675-6951;C
0306-5251;A1
2231-4784;C
2237-2075;B1
2075-5309;A1
2044-124X;B1
0160-7782;C
2316-915X;B3
1413-4551;A3
1519-583X;C
2238-4960;C
0104-4931;B1
0213-9529;A2
0703-8992;A1
0008-4476;A4
1109-6535;A3
0101-5532;C
2666-0164;C
2176-4867;B3
0187-7674;A4
1047-3211;A1
2241-0503;B2
2451-9294;A1
1546-2250;B2
1473-3285;B4
2253-6280;B4
2475-5885;B4
0103-944X;B4
1989-6816;A3
1591-9528;A2
1178-7015;A3
0009-9236;A1
0102-9487;B1
0378-3839;A1
1984-6436;B3
1463-1318;A3
0301-5661;A1
1557-5330;A3
1476-928X;A3
1516-4381;B2
2182-7419;A4
1646-5075;A4
2618-7183;C
0100-1485;B4
1478-422X;A3
1679-0650;B4
1751-0708;A1
1887-7370;A3
1578-8423;B1
2145-0226;C
2328-4900;B3
2447-7087;B1
2611-4135;B3
2038-0925;A3
0719-2681;B1
2260-1155;C
1984-7718;A4
0103-9040;B1
0361-3666;A1
2317-4439;C
1856-9536;A3
1413-9448;A2
2281-7549;B4
1517-8498;C
2109-9421;B2
0300-4430;A1
1096-9837;A1
0100-4670;B3
1259-5314;C
0013-0559;B3
2675-8946;C
2527-0915;A3
1518-8221;B2
1134-0258;B1
1842-077X;B2
1749-7728;A2
2177-9309;B1
2666-5468;C
2363-8338;A2
2666-7592;C
2192-0567;A1
2602-8042;B2
2631-2522;B2
1519-339X;B1
0214-0128;B3
0873-1152;C
2318-3055;C
1984-1787;B4
0967-3407;A1
0324-8828;B2
0013-9157;A2
1527-5922;B1
1075-9565;A4
1084-5453;A2
1939-4071;A4
2573-458X;B4
2198-7491;A3
2053-1400;A1
1479-487X;A2
2076-3298;B2
2454-2016;B4
0705-3797;A3
2177-9465;B1
0718-5014;A2
1988-8546;B3
1049-510X;B1
1414-3917;A4
0940-1334;A2
0195-668X;A1
1964-8189;A3
2047-783X;A4
1090-3801;A1
1399-3003;A1
2497-0107;B3
0940-6719;A1
1105-7580;B3
1936-6426;A3
1792-1015;B3
2499-1341;B3
2422-6424;C
1980-8526;C
2318-0463;C
1018-4619;B3
2624-9553;C
2631-5424;C
2624-9634;B3
1467-7873;A4
2359-6007;A3
1280-9659;A4
2447-1747;A2
2358-1972;A3
0016-7428;A2
2666-6839;B2
2071-9388;A2
